,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,Triple-Doubles
0,Darel Carrier,1967-68,27.0,['KEN' 'MMT'],ABA,SG,84.0,,41.5,8.4,20.1,0.434,1.7,4.5,0.432,7.3,17.0,0.441,0.462,6.1,7.5,0.923,1.0,2.8,4.6,2.9,,,3.0,3.5,23.2,0,53.0,13.0,11.0,,,,['WKENTUCKY'],,3,0,0,4,1964,
0,Chris Copeland,2012-13,28.0,['NYK' 'IND' 'MIL'],NBA,PF,56.0,13.0,16.6,3.3,6.8,0.479,1.1,3.3,0.421,2.2,4.3,0.579,0.611,1.1,1.5,0.857,0.6,1.8,2.2,1.0,0.3,0.2,1.2,1.9,8.7,0,33.0,12.0,4.0,2.0,2.0,22.8,['COLORADO'],https://www.basketball-reference.com/req/202106291/images/headshots/copelch01.jpg,0,0,0,,,
0,Hal Crisler,1946-47,23.0,['BOS'],BAA,,4.0,,,0.5,1.5,0.333,,,,,,,,0.5,0.5,1.0,,,,0.0,,,,1.5,1.5,0,3.0,,,,,,,,0,0,0,,,
0,Michael Cage,1984-85,23.0,['LAC' 'SEA' 'CLE' 'PHI' 'NJN'],NBA,PF,82.0,82.0,36.9,5.7,11.0,0.566,0.0,0.1,0.0,5.7,10.9,0.572,0.566,4.5,6.6,1.0,5.2,7.9,13.0,1.6,1.3,1.0,2.2,2.9,15.7,0,29.0,30.0,6.0,7.0,6.0,30.7,['SANDIEGOST'],https://www.basketball-reference.com/req/202106291/images/headshots/cagemi01.jpg,0,0,0,14,1984,
0,Jack Coleman,1949-50,25.0,['ROC' 'TOT' 'STL'],NBA,PF,75.0,,40.3,5.7,13.9,0.462,,,,,,,,2.6,3.7,0.779,,,11.1,4.3,,,,3.6,14.1,1,33.0,28.0,9.0,,,,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/colemja01.jpg,1,2,0,12,1948,
0,Archie Clark,1966-67,25.0,['LAL' 'PHI' 'TOT' 'BAL' 'CAP' 'SEA' 'DET'],NBA,SG,82.0,,42.7,11.0,19.7,0.688,,,,,,,,7.0,11.0,0.862,0.8,2.3,4.8,8.0,1.4,0.1,,3.0,29.0,1,40.0,15.0,16.0,4.0,1.0,,['MINNESOTA'],,2,0,0,7,1966,
0,Semaj Christon,2016-17,24.0,['OKC'],NBA,PG,64.0,1.0,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,0,11.0,7.0,6.0,2.0,1.0,11.7,['XAVIER'],https://www.basketball-reference.com/req/202106291/images/headshots/chrisse01.jpg,0,0,0,25,2014,
0,Russell Cross,1983-84,22.0,['GSW'],NBA,C,45.0,0.0,7.9,1.4,2.5,0.571,0.0,0.0,,1.4,2.5,0.571,0.571,0.8,2.0,0.418,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7,0,15.0,9.0,5.0,3.0,1.0,15.1,['PURDUE'],,0,0,0,6,1983,
0,Bob Cousy,1950-51,22.0,['BOS' 'CIN'],NBA,PG,76.0,,41.5,7.8,21.0,0.397,,,,,,,,6.7,8.3,1.0,,,6.9,9.5,,,,3.2,21.7,0,46.0,17.0,28.0,,,,['HOLYCROSS'],https://www.basketball-reference.com/req/202106291/images/headshots/cousybo01.jpg,13,6,1,4,1950,19.0
0,Sam Cassell,1993-94,24.0,['HOU' 'TOT' 'PHO' 'DAL' 'NJN' 'MIL' 'MIN' 'LAC' 'BOS'],NBA,PG,82.0,81.0,35.8,7.7,16.4,0.488,2.0,5.2,0.409,6.7,14.3,0.504,0.517,7.3,7.8,0.947,1.0,3.7,4.4,9.0,1.6,0.4,3.6,3.7,19.8,1,40.0,11.0,19.0,6.0,3.0,35.2,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/cassesa01.jpg,1,3,0,24,1993,3.0
0,Willie Cauley-Stein,2015-16,22.0,['SAC' 'TOT' 'GSW' 'DAL' 'PHI'],NBA,C,81.0,81.0,28.0,5.3,10.6,0.689,0.1,0.2,0.5,5.3,10.4,0.705,0.689,2.1,3.4,0.669,2.2,6.1,8.4,2.4,1.2,1.2,1.5,2.8,12.8,1,29.0,18.0,7.0,7.0,5.0,22.6,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/caulewi01.jpg,0,0,0,6,2015,
0,José Calderón,2005-06,24.0,['TOR' 'TOT' 'DET' 'DAL' 'NYK' 'LAL' 'ATL' 'CLE'],NBA,SG,82.0,81.0,34.3,4.7,9.5,0.527,2.4,5.2,0.52,3.5,6.5,0.556,0.635,2.2,2.3,1.0,0.5,2.9,3.2,8.9,1.2,0.1,2.2,2.1,12.8,1,30.0,10.0,19.0,5.0,2.0,29.3,,https://www.basketball-reference.com/req/202106291/images/headshots/caldejo01.jpg,0,0,0,,,2.0
